Show,Season,Episode,Entity,Type,Metric,DMA,TargetGroup,Value
Friends,7,5,Joey,Character,Rating,New York,All,0.64
Friends,7,6,Joey,Character,Rating,New York,All,0.42
Friends,7,7,Joey,Character,Rating,New York,All,0.78
Friends,7,8,Joey,Character,Rating,New York,All,0.27
Friends,7,9,Joey,Character,Rating,New York,All,0.87
Friends,7,10,Joey,Character,Rating,New York,All,0.93
Friends,7,1,Joey,Character,Rating,New York,Kids,0.69
Friends,7,2,Joey,Character,Rating,New York,Kids,0.98
Friends,7,3,Joey,Character,Rating,New York,Kids,1
Friends,7,4,Joey,Character,Rating,New York,Kids,0.03
Friends,7,5,Joey,Character,Rating,New York,Kids,0.3
Friends,7,6,Joey,Character,Rating,New York,Kids,0.81
Friends,7,7,Joey,Character,Rating,New York,Kids,0.98
Friends,7,8,Joey,Character,Rating,New York,Kids,0.07
Friends,7,9,Joey,Character,Rating,New York,Kids,0.79
Friends,7,10,Joey,Character,Rating,New York,Kids,0.38
Friends,7,1,Joey,Character,Rating,Philadelphia,15+ Female,0.4
Friends,7,2,Joey,Character,Rating,Philadelphia,15+ Female,0.82
Friends,7,3,Joey,Character,Rating,Philadelphia,15+ Female,0.23
Friends,7,4,Joey,Character,Rating,Philadelphia,15+ Female,0.59
Friends,7,5,Joey,Character,Rating,Philadelphia,15+ Female,1
Friends,7,6,Joey,Character,Rating,Philadelphia,15+ Female,0.69
Friends,7,7,Joey,Character,Rating,Philadelphia,15+ Female,0.97
Friends,7,8,Joey,Character,Rating,Philadelphia,15+ Female,0.2
Friends,7,9,Joey,Character,Rating,Philadelphia,15+ Female,0.54
Friends,7,10,Joey,Character,Rating,Philadelphia,15+ Female,0.14
Friends,7,1,Joey,Character,Rating,Philadelphia,15+ Male,0.04
Friends,7,2,Joey,Character,Rating,Philadelphia,15+ Male,0.43
Friends,7,3,Joey,Character,Rating,Philadelphia,15+ Male,0.36
Friends,7,4,Joey,Character,Rating,Philadelphia,15+ Male,0.79
Friends,7,5,Joey,Character,Rating,Philadelphia,15+ Male,0.43
Friends,7,6,Joey,Character,Rating,Philadelphia,15+ Male,0.66
Friends,7,7,Joey,Character,Rating,Philadelphia,15+ Male,0.15
Friends,7,8,Joey,Character,Rating,Philadelphia,15+ Male,0.48
Friends,7,9,Joey,Character,Rating,Philadelphia,15+ Male,0.07
Friends,7,10,Joey,Character,Rating,Philadelphia,15+ Male,0.97
Friends,7,1,Joey,Character,Rating,Philadelphia,All,0.27
Friends,7,2,Joey,Character,Rating,Philadelphia,All,0.13
Friends,7,3,Joey,Character,Rating,Philadelphia,All,0.31
Friends,7,4,Joey,Character,Rating,Philadelphia,All,0.1
Friends,7,5,Joey,Character,Rating,Philadelphia,All,0.39
Friends,7,6,Joey,Character,Rating,Philadelphia,All,0.32
Friends,7,7,Joey,Character,Rating,Philadelphia,All,0.9
Friends,7,8,Joey,Character,Rating,Philadelphia,All,0.9
Friends,7,9,Joey,Character,Rating,Philadelphia,All,0.42
Friends,7,10,Joey,Character,Rating,Philadelphia,All,0.45
Friends,7,1,Joey,Character,Rating,Philadelphia,Kids,0.37
Friends,7,2,Joey,Character,Rating,Philadelphia,Kids,0.93
Friends,7,3,Joey,Character,Rating,Philadelphia,Kids,0.9
Friends,7,4,Joey,Character,Rating,Philadelphia,Kids,0.87
Friends,7,5,Joey,Character,Rating,Philadelphia,Kids,0.17
Friends,7,6,Joey,Character,Rating,Philadelphia,Kids,0.57
Friends,7,7,Joey,Character,Rating,Philadelphia,Kids,0.83
Friends,7,8,Joey,Character,Rating,Philadelphia,Kids,0.73
Friends,7,9,Joey,Character,Rating,Philadelphia,Kids,0.04
Friends,7,10,Joey,Character,Rating,Philadelphia,Kids,0.41
Friends,7,1,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.31
Friends,7,2,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.81
Friends,7,3,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.53
Friends,7,4,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.62
Friends,7,5,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.12
Friends,7,6,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.78
Friends,7,7,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.19
Friends,7,8,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.74
Friends,7,9,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.43
Friends,7,10,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Female,0.88
Friends,7,1,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.9
Friends,7,2,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.27
Friends,7,3,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.38
Friends,7,4,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.93
Friends,7,5,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.78
Friends,7,6,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.73
Friends,7,7,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.4
Friends,7,8,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.02
Friends,7,9,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.63
Friends,7,10,Joey,Character,Rating,San Francisco-Oak-San Jose,15+ Male,0.4
Friends,7,1,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.55
Friends,7,2,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.59
Friends,7,3,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.7
Friends,7,4,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.2
Friends,7,5,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.97
Friends,7,6,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.92
Friends,7,7,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.85
Friends,7,8,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.81
Friends,7,9,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.05
Friends,7,10,Joey,Character,Rating,San Francisco-Oak-San Jose,All,0.3
Friends,7,1,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.62
Friends,7,2,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.84
Friends,7,3,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.51
Friends,7,4,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.31
Friends,7,5,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.09
Friends,7,6,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.1
Friends,7,7,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.91
Friends,7,8,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.44
Friends,7,9,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.99
Friends,7,10,Joey,Character,Rating,San Francisco-Oak-San Jose,Kids,0.66
Friends,7,1,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.45
Friends,7,2,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.67
Friends,7,3,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.18
Friends,7,4,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.46
Friends,7,5,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.62
Friends,7,6,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.8
Friends,7,7,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.49
Friends,7,8,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.06
Friends,7,9,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.33
Friends,7,10,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Female,0.68
Friends,7,1,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.4
Friends,7,2,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.36
Friends,7,3,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.87
Friends,7,4,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.16
Friends,7,5,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.23
Friends,7,6,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,1
Friends,7,7,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.54
Friends,7,8,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.42
Friends,7,9,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.92
Friends,7,10,Joey,Character,Rating,"Washington, DC (Hagrstwn)",15+ Male,0.68
Friends,7,1,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.7
Friends,7,2,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.98
Friends,7,3,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.6
Friends,7,4,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.7
Friends,7,5,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.62
Friends,7,6,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.45
Friends,7,7,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.31
Friends,7,8,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.12
Friends,7,9,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.26
Friends,7,10,Joey,Character,Rating,"Washington, DC (Hagrstwn)",All,0.31
Friends,7,1,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.27
Friends,7,2,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.24
Friends,7,3,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.28
Friends,7,4,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.31
Friends,7,5,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.76
Friends,7,6,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.44
Friends,7,7,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.38
Friends,7,8,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.84
Friends,7,9,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.09
Friends,7,10,Joey,Character,Rating,"Washington, DC (Hagrstwn)",Kids,0.04
Friends,7,1,Monica,Character,Attrition,All,15+ Female,0.09
Friends,7,2,Monica,Character,Attrition,All,15+ Female,0.52
Friends,7,3,Monica,Character,Attrition,All,15+ Female,0.47
Friends,7,4,Monica,Character,Attrition,All,15+ Female,0.95
Friends,7,5,Monica,Character,Attrition,All,15+ Female,0.94
Friends,7,6,Monica,Character,Attrition,All,15+ Female,0.28
Friends,7,7,Monica,Character,Attrition,All,15+ Female,0.77
Friends,7,8,Monica,Character,Attrition,All,15+ Female,0.99
Friends,7,9,Monica,Character,Attrition,All,15+ Female,0.89
Friends,7,10,Monica,Character,Attrition,All,15+ Female,0.68
Friends,7,1,Monica,Character,Attrition,All,15+ Male,0.08
Friends,7,2,Monica,Character,Attrition,All,15+ Male,0.04
Friends,7,3,Monica,Character,Attrition,All,15+ Male,0.55
Friends,7,4,Monica,Character,Attrition,All,15+ Male,0.6
Friends,7,5,Monica,Character,Attrition,All,15+ Male,0.02
Friends,7,6,Monica,Character,Attrition,All,15+ Male,0.76
Friends,7,7,Monica,Character,Attrition,All,15+ Male,0.01
Friends,7,8,Monica,Character,Attrition,All,15+ Male,0.87
Friends,7,9,Monica,Character,Attrition,All,15+ Male,0.69
Friends,7,10,Monica,Character,Attrition,All,15+ Male,0.62
Friends,7,1,Monica,Character,Attrition,All,All,0.63
Friends,7,2,Monica,Character,Attrition,All,All,0.04
Friends,7,3,Monica,Character,Attrition,All,All,0.45
Friends,7,4,Monica,Character,Attrition,All,All,0.26
Friends,7,5,Monica,Character,Attrition,All,All,0.98
Friends,7,6,Monica,Character,Attrition,All,All,0.7
Friends,7,7,Monica,Character,Attrition,All,All,0.69
Friends,7,8,Monica,Character,Attrition,All,All,0.3
Friends,7,9,Monica,Character,Attrition,All,All,0.77
Friends,7,10,Monica,Character,Attrition,All,All,0.63
Friends,7,1,Monica,Character,Attrition,All,Kids,0.05
Friends,7,2,Monica,Character,Attrition,All,Kids,0.67
Friends,7,3,Monica,Character,Attrition,All,Kids,0.03
Friends,7,4,Monica,Character,Attrition,All,Kids,0.42
Friends,7,5,Monica,Character,Attrition,All,Kids,0.64
Friends,7,6,Monica,Character,Attrition,All,Kids,0.14
Friends,7,7,Monica,Character,Attrition,All,Kids,0.98
Friends,7,8,Monica,Character,Attrition,All,Kids,0.97
Friends,7,9,Monica,Character,Attrition,All,Kids,0.27
Friends,7,10,Monica,Character,Attrition,All,Kids,0.54
Friends,7,1,Monica,Character,Attrition,Chicago,15+ Female,0.66
Friends,7,2,Monica,Character,Attrition,Chicago,15+ Female,0.65
Friends,7,3,Monica,Character,Attrition,Chicago,15+ Female,0.03
Friends,7,4,Monica,Character,Attrition,Chicago,15+ Female,0.62
Friends,7,5,Monica,Character,Attrition,Chicago,15+ Female,0.73
Friends,7,6,Monica,Character,Attrition,Chicago,15+ Female,0.74
Friends,7,7,Monica,Character,Attrition,Chicago,15+ Female,0.55
Friends,7,8,Monica,Character,Attrition,Chicago,15+ Female,0.07
Friends,7,9,Monica,Character,Attrition,Chicago,15+ Female,0.35
Friends,7,10,Monica,Character,Attrition,Chicago,15+ Female,0.61
Friends,7,1,Monica,Character,Attrition,Chicago,15+ Male,0.88
Friends,7,2,Monica,Character,Attrition,Chicago,15+ Male,0.45
Friends,7,3,Monica,Character,Attrition,Chicago,15+ Male,0.35
Friends,7,4,Monica,Character,Attrition,Chicago,15+ Male,0.26
Friends,7,5,Monica,Character,Attrition,Chicago,15+ Male,0.27
Friends,7,6,Monica,Character,Attrition,Chicago,15+ Male,0.9
Friends,7,7,Monica,Character,Attrition,Chicago,15+ Male,0.34
Friends,7,8,Monica,Character,Attrition,Chicago,15+ Male,0.05
Friends,7,9,Monica,Character,Attrition,Chicago,15+ Male,0.56
Friends,7,10,Monica,Character,Attrition,Chicago,15+ Male,0.2
Friends,7,1,Monica,Character,Attrition,Chicago,All,0.55
Friends,7,2,Monica,Character,Attrition,Chicago,All,0.23
Friends,7,3,Monica,Character,Attrition,Chicago,All,0.25
Friends,7,4,Monica,Character,Attrition,Chicago,All,0.13
Friends,7,5,Monica,Character,Attrition,Chicago,All,0.19
Friends,7,6,Monica,Character,Attrition,Chicago,All,0.75
Friends,7,7,Monica,Character,Attrition,Chicago,All,0.18
Friends,7,8,Monica,Character,Attrition,Chicago,All,0.56
Friends,7,9,Monica,Character,Attrition,Chicago,All,0.62
Friends,7,10,Monica,Character,Attrition,Chicago,All,0.31
Friends,7,1,Monica,Character,Attrition,Chicago,Kids,0.99
Friends,7,2,Monica,Character,Attrition,Chicago,Kids,0.76
Friends,7,3,Monica,Character,Attrition,Chicago,Kids,0.5
Friends,7,4,Monica,Character,Attrition,Chicago,Kids,0.73
Friends,7,5,Monica,Character,Attrition,Chicago,Kids,0.81
Friends,7,6,Monica,Character,Attrition,Chicago,Kids,0.63
Friends,7,7,Monica,Character,Attrition,Chicago,Kids,0.58
Friends,7,8,Monica,Character,Attrition,Chicago,Kids,0.06
Friends,7,9,Monica,Character,Attrition,Chicago,Kids,0.86
Friends,7,10,Monica,Character,Attrition,Chicago,Kids,0.42
Friends,7,1,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.92
Friends,7,2,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.48
Friends,7,3,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.65
Friends,7,4,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.81
Friends,7,5,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.28
Friends,7,6,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.37
Friends,7,7,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.68
Friends,7,8,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.81
Friends,7,9,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.63
Friends,7,10,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Female,0.96
Friends,7,1,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.4
Friends,7,2,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.12
Friends,7,3,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.03
Friends,7,4,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.82
Friends,7,5,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.97
Friends,7,6,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.59
Friends,7,7,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.95
Friends,7,8,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.83
Friends,7,9,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.86
Friends,7,10,Monica,Character,Attrition,Dallas-Ft. Worth,15+ Male,0.57
Friends,7,1,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.67
Friends,7,2,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.97
Friends,7,3,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.04
Friends,7,4,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.6
Friends,7,5,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.1
Friends,7,6,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.35
Friends,7,7,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.46
Friends,7,8,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.82
Friends,7,9,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.6
Friends,7,10,Monica,Character,Attrition,Dallas-Ft. Worth,All,0.63
Friends,7,1,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.68
Friends,7,2,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.04
Friends,7,3,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.79
Friends,7,4,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.18
Friends,7,5,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.9
Friends,7,6,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.38
Friends,7,7,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.38
Friends,7,8,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.99
Friends,7,9,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.37
Friends,7,10,Monica,Character,Attrition,Dallas-Ft. Worth,Kids,0.27
Friends,7,1,Monica,Character,Attrition,Los Angeles,15+ Female,0.94
Friends,7,2,Monica,Character,Attrition,Los Angeles,15+ Female,0.86
Friends,7,3,Monica,Character,Attrition,Los Angeles,15+ Female,0.04
Friends,7,4,Monica,Character,Attrition,Los Angeles,15+ Female,0.09
Friends,7,5,Monica,Character,Attrition,Los Angeles,15+ Female,0.48
Friends,7,6,Monica,Character,Attrition,Los Angeles,15+ Female,0.74
Friends,7,7,Monica,Character,Attrition,Los Angeles,15+ Female,0.08
Friends,7,8,Monica,Character,Attrition,Los Angeles,15+ Female,0.65
Friends,7,9,Monica,Character,Attrition,Los Angeles,15+ Female,0.36
Friends,7,10,Monica,Character,Attrition,Los Angeles,15+ Female,0.73
Friends,7,1,Monica,Character,Attrition,Los Angeles,15+ Male,0.77
Friends,7,2,Monica,Character,Attrition,Los Angeles,15+ Male,0.13
Friends,7,3,Monica,Character,Attrition,Los Angeles,15+ Male,0.73
Friends,7,4,Monica,Character,Attrition,Los Angeles,15+ Male,0.71
Friends,7,5,Monica,Character,Attrition,Los Angeles,15+ Male,0.79
Friends,7,6,Monica,Character,Attrition,Los Angeles,15+ Male,0.75
Friends,7,7,Monica,Character,Attrition,Los Angeles,15+ Male,0.16
Friends,7,8,Monica,Character,Attrition,Los Angeles,15+ Male,0.91
Friends,7,9,Monica,Character,Attrition,Los Angeles,15+ Male,0.82
Friends,7,10,Monica,Character,Attrition,Los Angeles,15+ Male,0.09
Friends,7,1,Monica,Character,Attrition,Los Angeles,All,0.19
Friends,7,2,Monica,Character,Attrition,Los Angeles,All,0.91
Friends,7,3,Monica,Character,Attrition,Los Angeles,All,0.16
Friends,7,4,Monica,Character,Attrition,Los Angeles,All,0.02
Friends,7,5,Monica,Character,Attrition,Los Angeles,All,0.06
Friends,7,6,Monica,Character,Attrition,Los Angeles,All,0.84
Friends,7,7,Monica,Character,Attrition,Los Angeles,All,0.83
Friends,7,8,Monica,Character,Attrition,Los Angeles,All,0.73
Friends,7,9,Monica,Character,Attrition,Los Angeles,All,0.94
Friends,7,10,Monica,Character,Attrition,Los Angeles,All,0.74
Friends,7,1,Monica,Character,Attrition,Los Angeles,Kids,0.66
Friends,7,2,Monica,Character,Attrition,Los Angeles,Kids,0.88
Friends,7,3,Monica,Character,Attrition,Los Angeles,Kids,0.21
Friends,7,4,Monica,Character,Attrition,Los Angeles,Kids,0.99
Friends,7,5,Monica,Character,Attrition,Los Angeles,Kids,0.89
Friends,7,6,Monica,Character,Attrition,Los Angeles,Kids,0.12
Friends,7,7,Monica,Character,Attrition,Los Angeles,Kids,0.65
Friends,7,8,Monica,Character,Attrition,Los Angeles,Kids,0.02
Friends,7,9,Monica,Character,Attrition,Los Angeles,Kids,0.97
Friends,7,10,Monica,Character,Attrition,Los Angeles,Kids,0.28
Friends,7,1,Monica,Character,Attrition,New York,15+ Female,0.68
Friends,7,2,Monica,Character,Attrition,New York,15+ Female,0.27
Friends,7,3,Monica,Character,Attrition,New York,15+ Female,0.68
Friends,7,4,Monica,Character,Attrition,New York,15+ Female,0.88
Friends,7,5,Monica,Character,Attrition,New York,15+ Female,0.46
Friends,7,6,Monica,Character,Attrition,New York,15+ Female,0.45
Friends,7,7,Monica,Character,Attrition,New York,15+ Female,0.79
Friends,7,8,Monica,Character,Attrition,New York,15+ Female,0.2
Friends,7,9,Monica,Character,Attrition,New York,15+ Female,0.19
Friends,7,10,Monica,Character,Attrition,New York,15+ Female,0.55
Friends,7,1,Monica,Character,Attrition,New York,15+ Male,0.85
Friends,7,2,Monica,Character,Attrition,New York,15+ Male,0.33
Friends,7,3,Monica,Character,Attrition,New York,15+ Male,0.94
Friends,7,4,Monica,Character,Attrition,New York,15+ Male,0.48
Friends,7,5,Monica,Character,Attrition,New York,15+ Male,0.86
Friends,7,6,Monica,Character,Attrition,New York,15+ Male,0.35
Friends,7,7,Monica,Character,Attrition,New York,15+ Male,0.5
Friends,7,8,Monica,Character,Attrition,New York,15+ Male,0.19
Friends,7,9,Monica,Character,Attrition,New York,15+ Male,0.31
Friends,7,10,Monica,Character,Attrition,New York,15+ Male,0.95
Friends,7,1,Monica,Character,Attrition,New York,All,0.13
Friends,7,2,Monica,Character,Attrition,New York,All,0.23
Friends,7,3,Monica,Character,Attrition,New York,All,0.48
Friends,7,4,Monica,Character,Attrition,New York,All,0.19
Friends,7,5,Monica,Character,Attrition,New York,All,0.04
Friends,7,6,Monica,Character,Attrition,New York,All,0.04
Friends,7,7,Monica,Character,Attrition,New York,All,0.62
Friends,7,8,Monica,Character,Attrition,New York,All,0.61
Friends,7,9,Monica,Character,Attrition,New York,All,0.29
Friends,7,10,Monica,Character,Attrition,New York,All,0.44
Friends,7,1,Monica,Character,Attrition,New York,Kids,0.75
Friends,7,2,Monica,Character,Attrition,New York,Kids,0.98
Friends,7,3,Monica,Character,Attrition,New York,Kids,0.79
Friends,7,4,Monica,Character,Attrition,New York,Kids,0.26
Friends,7,5,Monica,Character,Attrition,New York,Kids,0.21
Friends,7,6,Monica,Character,Attrition,New York,Kids,0.39
Friends,7,7,Monica,Character,Attrition,New York,Kids,0.72
Friends,7,8,Monica,Character,Attrition,New York,Kids,0.99
Friends,7,9,Monica,Character,Attrition,New York,Kids,0.79
Friends,7,10,Monica,Character,Attrition,New York,Kids,0.86
Friends,7,1,Monica,Character,Attrition,Philadelphia,15+ Female,0.01
Friends,7,2,Monica,Character,Attrition,Philadelphia,15+ Female,0.86
Friends,7,3,Monica,Character,Attrition,Philadelphia,15+ Female,0.15
Friends,7,4,Monica,Character,Attrition,Philadelphia,15+ Female,0.78
Friends,7,5,Monica,Character,Attrition,Philadelphia,15+ Female,0.16
Friends,7,6,Monica,Character,Attrition,Philadelphia,15+ Female,0.45
Friends,7,7,Monica,Character,Attrition,Philadelphia,15+ Female,0.93
Friends,7,8,Monica,Character,Attrition,Philadelphia,15+ Female,0.85
Friends,7,9,Monica,Character,Attrition,Philadelphia,15+ Female,0.71
Friends,7,10,Monica,Character,Attrition,Philadelphia,15+ Female,0.12
Friends,7,1,Monica,Character,Attrition,Philadelphia,15+ Male,0.4
Friends,7,2,Monica,Character,Attrition,Philadelphia,15+ Male,0.4
Friends,7,3,Monica,Character,Attrition,Philadelphia,15+ Male,0.18
Friends,7,4,Monica,Character,Attrition,Philadelphia,15+ Male,0.23
Friends,7,5,Monica,Character,Attrition,Philadelphia,15+ Male,0.7
Friends,7,6,Monica,Character,Attrition,Philadelphia,15+ Male,0.77
Friends,7,7,Monica,Character,Attrition,Philadelphia,15+ Male,0.57
Friends,7,8,Monica,Character,Attrition,Philadelphia,15+ Male,0.65
Friends,7,9,Monica,Character,Attrition,Philadelphia,15+ Male,0.05
Friends,7,10,Monica,Character,Attrition,Philadelphia,15+ Male,0.79
Friends,7,1,Monica,Character,Attrition,Philadelphia,All,0.05
Friends,7,2,Monica,Character,Attrition,Philadelphia,All,0.38
Friends,7,3,Monica,Character,Attrition,Philadelphia,All,0.52
Friends,7,4,Monica,Character,Attrition,Philadelphia,All,0.9
Friends,7,5,Monica,Character,Attrition,Philadelphia,All,0.99
Friends,7,6,Monica,Character,Attrition,Philadelphia,All,0.95
Friends,7,7,Monica,Character,Attrition,Philadelphia,All,0.92
Friends,7,8,Monica,Character,Attrition,Philadelphia,All,0.3
Friends,7,9,Monica,Character,Attrition,Philadelphia,All,0.31
Friends,7,10,Monica,Character,Attrition,Philadelphia,All,0.9
Friends,7,1,Monica,Character,Attrition,Philadelphia,Kids,0.21
Friends,7,2,Monica,Character,Attrition,Philadelphia,Kids,0.01
Friends,7,3,Monica,Character,Attrition,Philadelphia,Kids,0.3
Friends,7,4,Monica,Character,Attrition,Philadelphia,Kids,0.78
Friends,7,5,Monica,Character,Attrition,Philadelphia,Kids,0.65
Friends,7,6,Monica,Character,Attrition,Philadelphia,Kids,0.12
Friends,7,7,Monica,Character,Attrition,Philadelphia,Kids,0.14
Friends,7,8,Monica,Character,Attrition,Philadelphia,Kids,0.28
Friends,7,9,Monica,Character,Attrition,Philadelphia,Kids,0.24
Friends,7,10,Monica,Character,Attrition,Philadelphia,Kids,0.79
Friends,7,1,Monica,Character,Attrition,San Francisco-Oak-San Jose,15+ Female,0.28
Friends,7,2,Monica,Character,Attrition,San Francisco-Oak-San Jose,15+ Female,0.88
Friends,7,3,Monica,Character,Attrition,San Francisco-Oak-San Jose,15+ Female,0.53
Friends,7,4,Monica,Character,Attrition,San Francisco-Oak-San Jose,15+ Female,0.01
Friends,7,5,Monica,Character,Attrition,San Francisco-Oak-San Jose,15+ Female,0.86
Friends,7,6,Monica,Character,Attrition,San Francisco-Oak-San Jose,15+ Female,0.11
Friends,7,7,Monica,Character,Attrition,San Francisco-Oak-San Jose,15+ Female,0.25
